dataset,platform,split,label,text,context,text_clean,context_clean,n_chars,n_words,n_sentences,avg_word_len,n_exclam,n_question,n_ellipsis,n_repeat_punct,n_allcaps_words,allcaps_ratio,n_emoji,n_elongation,n_scare_quotes,n_urls,n_mentions,n_hashtags,n_interjections,starts_with_interjection,context_n_words,has_context,en_score,is_english,lang_method
tweeteval_irony,twitter,train,0,@user @user Money 4 Church|http://t.co/Q2WB7riAvK|SmartPhone APP PAYS you!|See-http://t.co/RDlRuGN0iE |Go 2:,,<USER> <USER> Money 4 Church| <URL> APP PAYS you!|See- <URL> |Go 2:,,73,11,1,3.6363636363636362,1,0,0,0,6,0.5454545454545454,0,0,0,0,0,0,0,False,0,False,0.8886363636363637,True,heuristic-high
tweeteval_irony,twitter,train,1,Well it's always a good time losing at the Bay... @user @user @user,,Well it's always a good time losing at the Bay... <USER> <USER> <USER>,,76,13,1,3.769230769230769,0,0,1,1,3,0.23076923076923078,0,0,0,0,0,0,1,True,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Welsh devolution? How's this for starters...,,Welsh devolution? How's this for starters...,,44,6,2,5.833333333333333,0,1,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
tweeteval_irony,twitter,train,1,I love when folks call Brady a system QB but are THE BIGGEST Peyton Manning fans. .,,I love when folks call Brady a system QB but are THE BIGGEST Peyton Manning fans. .,,83,16,2,4.0625,0,0,0,0,3,0.1875,0,0,0,0,0,0,0,False,0,False,0.978125,True,heuristic-high
tweeteval_irony,twitter,train,0,"@user Instead of playing the pompous ""do you know who I am card?"" , how about you actually make an educated rebuttal?",,"<USER> Instead of playing the pompous ""do you know who I am card?"" , how about you actually make an educated rebuttal?",,120,21,2,4.285714285714286,0,2,0,0,1,0.047619047619047616,0,0,1,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Kind of love how I got a voicemail from my seat neighbor wondering where I was yet they constantly sell their ticket & I never ask,,Kind of love how I got a voicemail from my seat neighbor wondering where I was yet they constantly sell their ticket & I never ask,,130,25,1,4.16,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,I feel a nap in my near future. #NapTime,,I feel a nap in my near future. NapTime,,41,9,1,3.3333333333333335,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,#AnalScreen #Exotic Exotic brunette gets her little tight butt nailed right on the office desk,,AnalScreen Exotic Exotic brunette gets her little tight butt nailed right on the office desk,,96,15,1,5.2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,False,0,False,0.825,True,heuristic-high
tweeteval_irony,twitter,train,0,#sundayfunday #mylove #mermaidlove #newyear2015 @ Rockefeller Center,,sundayfunday mylove mermaidlove newyear2015 @ Rockefeller Center,,72,6,1,8.833333333333334,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.65,True,langdetect
tweeteval_irony,twitter,train,1,The ever so caring @user gets to see the siege ending first. Great journalism.,,The ever so caring <USER> gets to see the siege ending first. Great journalism.,,81,14,2,4.428571428571429,0,0,0,0,1,0.07142857142857142,0,0,0,0,0,0,1,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,@user You truly are my son.,,<USER> You truly are my son.,,30,6,1,3.3333333333333335,0,0,0,0,1,0.16666666666666666,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,hmmm. I do wonder why Astec has one fewer employee? #lol,,hmmm. I do wonder why Astec has one fewer employee? lol,,57,11,2,3.909090909090909,0,1,0,0,0,0.0,0,1,0,0,0,0,1,False,0,False,0.9681818181818183,True,heuristic-high
tweeteval_irony,twitter,train,0,#Germany -- #ECB's #Weidmann #says #German #2015 #growth #may #be #better #than #expected. via @user,,Germany -- ECB 's Weidmann says German 2015 growth may be better than expected . via <USER>,,115,14,1,4.714285714285714,0,0,0,0,2,0.14285714285714285,0,0,0,0,0,0,0,False,0,False,0.775,True,heuristic-high
tweeteval_irony,twitter,train,1,"Kevin Durant with 23pts on 8-13 shooting, has this nigga been inefficient since he came.",,"Kevin Durant with 23pts on 8-13 shooting, has this nigga been inefficient since he came.",,88,14,1,4.714285714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,This chap seems to be a bit of an over sexed out going extrovert ... Must be his overly masculine voice and demeanor.,,This chap seems to be a bit of an over sexed out going extrovert ... Must be his overly masculine voice and demeanor.,,117,22,2,4.136363636363637,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,"Damit, this fatima bhutto has an instagram account but not pics of her. Some random shit...and then ppl i follow keep posting pics.",,"Damit, this fatima bhutto has an instagram account but not pics of her. Some random shit...and then ppl i follow keep posting pics.",,131,24,3,4.291666666666667,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,@user so funny lolololol,,<USER> so funny lolololol,,27,4,1,5.0,0,0,0,0,1,0.25,0,0,0,0,0,0,0,False,0,False,0.97375,True,heuristic-high
tweeteval_irony,twitter,train,0,@user @user what the hell ever.,,<USER> <USER> what the hell ever.,,37,6,1,3.8333333333333335,0,0,0,0,2,0.3333333333333333,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
tweeteval_irony,twitter,train,0,On my lunch break so sleepy😴,,On my lunch break so sleepy😴,,28,6,1,3.6666666666666665,0,0,0,0,0,0.0,1,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,"@user @user More clean OR cleaner, never more cleaner",,"<USER> <USER> More clean OR cleaner, never more cleaner",,59,9,1,4.666666666666667,0,0,0,0,3,0.3333333333333333,0,0,0,0,0,0,0,False,0,False,0.8444444444444444,True,heuristic-high
tweeteval_irony,twitter,train,0,"Amen, that's due to them  having respect for themselves.",,"Amen, that's due to them having respect for themselves.",,56,9,1,5.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
tweeteval_irony,twitter,train,1,Double standards are always a fun thing,,Double standards are always a fun thing,,39,7,1,4.714285714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,"@user I don't think, I know x",,"<USER> I don't think, I know x",,32,7,1,3.0,0,0,0,0,1,0.14285714285714285,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Now I've written down everything I need to know it seems a lot more manageable.,,Now I've written down everything I need to know it seems a lot more manageable.,,79,15,1,4.266666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,35 amazing followers in the last week and there will be more tomorrow. Growing with,,35 amazing followers in the last week and there will be more tomorrow. Growing with,,83,14,1,4.714285714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,1,True,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Oversleeping is the bestttt.,,Oversleeping is the bestttt.,,28,4,1,6.0,0,0,0,0,0,0.0,0,1,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,I need a misadventure form because I broke my hand practising and rewriting this english essay 500 times,,I need a misadventure form because I broke my hand practising and rewriting this english essay 500 times,,104,17,1,4.9411764705882355,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,@user #NoodleScene anyone? He was so zen there. . Oh! wait! But #deadHenry and #bouncebackAnnie. Silly me! All makes sense now!,,<USER> NoodleScene anyone? He was so zen there. . Oh! wait! But deadHenry and bouncebackAnnie . Silly me! All makes sense now!,,133,20,8,4.75,4,1,0,0,1,0.05,0,0,0,0,0,0,1,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,"A strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk ""still time for grumpy to return",,"A strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk ""still time for grumpy to return",,128,24,1,4.333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,"I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags  #PMS",,"I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags PMS",,126,21,1,4.761904761904762,0,0,0,0,1,0.047619047619047616,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,These girls can wake up people from the dead!  #worth #watching,,These girls can wake up people from the dead! worth watching,,65,11,1,4.454545454545454,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Travel and tourism this morning.My favourite lesson whoooo,,Travel and tourism this morning.My favourite lesson whoooo,,58,9,1,5.555555555555555,0,0,0,0,0,0.0,0,1,0,0,0,0,0,False,0,False,0.9416666666666667,True,heuristic-high
tweeteval_irony,twitter,train,1,Remember that one episode Santana wanted to be a dancer but then forgot about it altogether. Good times. Good times. #Glee,,Remember that one episode Santana wanted to be a dancer but then forgot about it altogether. Good times. Good times. Glee,,123,21,3,4.666666666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,To all u #deadbeatdads ur not worth a hair on our #kids heads.. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me,,To all u deadbeatdads ur not worth a hair on our kids heads.. Tough being a singlemom but at least my beautiful daughter is loved by Me,,145,27,1,3.962962962962963,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Feeling the irony of using  to find people ironically using the work irony wrong. #metahipster,,Feeling the irony of using to find people ironically using the work irony wrong. metahipster,,95,15,1,5.133333333333334,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Aaaaaaaaand we're back in the ER. Hooray for no sleep!,,Aaaaaaaaand we're back in the ER. Hooray for no sleep!,,54,10,2,4.3,1,0,0,0,1,0.1,0,1,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Just a had a Bruce Springsteen flashback. *shudder* @user @user @user @user @user,,Just a had a Bruce Springsteen flashback. shudder <USER> <USER> <USER> <USER> <USER>,,94,13,1,4.6923076923076925,0,0,0,0,5,0.38461538461538464,0,0,0,0,0,0,0,False,0,False,0.9192307692307693,True,heuristic-high
tweeteval_irony,twitter,train,0,Is Obamacare Slowing Health Care Spending?  via @user,,Is Obamacare Slowing Health Care Spending? via <USER>,,56,8,1,5.375,0,1,0,0,1,0.125,0,0,0,0,0,0,0,False,0,False,0.759375,True,heuristic-high
tweeteval_irony,twitter,train,0,Sessions!! #why  #scary #canary #sydney #australia by lavin56,,Sessions!! why scary canary sydney australia by lavin56,,66,8,1,5.5,2,0,0,1,0,0.0,0,0,0,0,0,0,0,False,0,False,0.759375,True,heuristic-high
tweeteval_irony,twitter,train,1,@user Ha! I don't have haters. Just a few misguided souls who thought my mentions were a bulletin board for their issues. ;),,<USER> Ha! I don't have haters. Just a few misguided souls who thought my mentions were a bulletin board for their issues. ;),,127,22,3,4.363636363636363,1,0,0,0,1,0.045454545454545456,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Hiding in plain sight. By #MichaelBeerens (http://t.co/EJaFcMsIrA) #graffiti #streetart,,Hiding in plain sight. By MichaelBeerens ( <URL> graffiti streetart,,74,9,1,6.0,0,0,0,0,1,0.1111111111111111,0,0,0,0,0,0,0,False,0,False,0.8444444444444444,True,heuristic-high
tweeteval_irony,twitter,train,1,@user Ooooh only the 'economic' destruction of the country. Now that makes a world of a difference.,,<USER> Ooooh only the 'economic' destruction of the country. Now that makes a world of a difference.,,102,17,2,4.705882352941177,0,0,0,0,1,0.058823529411764705,0,1,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,IT'S DEFINITELY NOT FRIDAY. THE REASON IS: It's Tuesday~! Yesterday it was Monday so why should it be Friday.,,IT'S DEFINITELY NOT FRIDAY. THE REASON IS: It's Tuesday~! Yesterday it was Monday so why should it be Friday.,,109,19,3,4.526315789473684,1,0,0,0,7,0.3684210526315789,0,0,0,0,0,0,1,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Nothing better than getting a snapchat from @user with #the weight playing in the background #sameparents #sametunes,,Nothing better than getting a snapchat from <USER> with the weight playing in the background sameparents sametunes,,122,17,1,5.647058823529412,0,0,0,0,1,0.058823529411764705,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,"Ask Mystic Mona YOUR question! Psychic View, weekdays at 9am (PDT) 347-850-1494 #BlogTalkRadio",,"Ask Mystic Mona YOUR question! Psychic View, weekdays at 9am (PDT) 347-850-1494 BlogTalkRadio",,95,12,1,5.333333333333333,1,0,0,0,2,0.16666666666666666,0,0,0,0,0,0,0,False,0,False,0.86875,True,heuristic-high
tweeteval_irony,twitter,train,0,#late night #shopping #bullringbirmingham #sunglasses really? Lol 😁 #sayyes she says xxx,,late night shopping bullringbirmingham sunglasses really? Lol 😁 sayyes she says xxx,,93,11,1,6.363636363636363,0,1,0,0,0,0.0,1,1,0,0,0,0,1,False,0,False,0.8090909090909091,True,heuristic-high
tweeteval_irony,twitter,train,1,saturday class wee,,saturday class wee,,18,3,1,5.333333333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.755,True,heuristic-high
tweeteval_irony,twitter,train,0,"I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.",,"I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.",,132,25,2,4.08,0,0,0,0,1,0.04,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,"@user T-Mobile's CEO thinks the Apple Watch is going to be huge <-- I do, too.",,"<USER> T-Mobile's CEO thinks the Apple Watch is going to be huge <-- I do, too.",,81,16,1,3.5,0,0,0,0,2,0.125,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Sailing-|×|#me #selfie #ootd  #cool  #cute #girl #tumblr #black #style #rock #punk #vsco...,,Sailing-|×| me selfie ootd cool cute girl tumblr black style rock punk vsco ...,,103,13,1,4.538461538461538,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7173076923076923,True,langdetect
tweeteval_irony,twitter,train,0,Now gonna enjoy this day with my babies!!✌️,,Now gonna enjoy this day with my babies!!✌️,,43,8,1,4.0,2,0,0,1,0,0.0,2,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,I love cold winter days cause I never know when my car decides not to start 😑,,I love cold winter days cause I never know when my car decides not to start 😑,,77,16,1,3.75,0,0,0,0,0,0.0,1,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop,,This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop,,94,16,1,4.9375,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.978125,True,heuristic-high
tweeteval_irony,twitter,train,1,"@user he hasn't been diagnosed w/ bipolar disorder yet I'm assuming?He needs to ""beat"" his ""hard feeling"" emotions into submission.",,"<USER> he hasn't been diagnosed w/ bipolar disorder yet I'm assuming?He needs to ""beat"" his ""hard feeling"" emotions into submission.",,134,21,2,4.9523809523809526,0,1,0,0,1,0.047619047619047616,0,0,2,0,0,0,0,False,0,False,0.8999999999999999,True,heuristic-high
tweeteval_irony,twitter,train,0,@user Duly noted ;p ;p ;p,,<USER> Duly noted ;p ;p ;p,,28,6,1,2.6666666666666665,0,0,0,0,1,0.16666666666666666,0,0,0,0,0,0,0,False,0,False,0.65,True,langdetect
tweeteval_irony,twitter,train,0,Heaven knows I'm miserable now ... #TheSmiths #girl #old #ohwow #InstaSize  #a #goodmood #weirdpose,,Heaven knows I'm miserable now ... TheSmiths girl old ohwow InstaSize a goodmood weirdpose,,107,13,1,5.6923076923076925,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,0.7846153846153846,True,heuristic-high
tweeteval_irony,twitter,train,0,.@BDUTT is at her best when she reports frm 'on the field'. Not that she is bad at studio but on field she is a true story teller.,,. <USER> is at her best when she reports frm 'on the field'. Not that she is bad at studio but on field she is a true story teller.,,132,28,3,3.5,0,0,0,0,1,0.03571428571428571,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,@user The only place where you don't wanna sit on the seat that you earned. |#Dancing |#QuiksilverGoesSupersonic,,<USER> The only place where you don't wanna sit on the seat that you earned. | Dancing | QuiksilverGoesSupersonic,,117,17,1,5.294117647058823,0,0,0,0,1,0.058823529411764705,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,@user where's me boots happy,,<USER> where's me boots happy,,31,5,1,4.6,0,0,0,0,1,0.2,0,0,0,0,0,0,0,False,0,False,0.9299999999999999,True,heuristic-high
tweeteval_irony,twitter,train,0,Good morning hank its saturday im starving,,Good morning hank its saturday im starving,,42,7,1,5.142857142857143,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8999999999999999,True,heuristic-high
tweeteval_irony,twitter,train,0,##to#our#countries#special#dedication#to#ma#Syrian#friends#you're#alone#instalisten#by#heart#voice#,,# to our countries special dedication to ma Syrian friends you 're alone instalisten by heart voice #,,114,16,1,5.125,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.9234375,True,heuristic-high
tweeteval_irony,twitter,train,0,@user Are they going for the very original plans now?,,<USER> Are they going for the very original plans now?,,56,10,1,4.2,0,1,0,0,1,0.1,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Erasure by Percival Everett and Pym by Mat Johnson....So there is black literature after the Black Arts Movement  #ChangetheCanon,,Erasure by Percival Everett and Pym by Mat Johnson....So there is black literature after the Black Arts Movement ChangetheCanon,,130,20,1,5.25,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,What a great person you are.,,What a great person you are.,,28,6,1,3.6666666666666665,0,0,0,0,0,0.0,0,0,0,0,0,0,1,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,It's gonna be a great day 😃,,It's gonna be a great day 😃,,27,6,1,3.3333333333333335,0,0,0,0,0,0.0,1,0,0,0,0,0,1,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,"@user Oh no, I've tipped Gamergates hand. Now you know our end game!",,"<USER> Oh no, I've tipped Gamergates hand. Now you know our end game!",,71,13,2,4.0,1,0,0,0,1,0.07692307692307693,0,0,0,0,0,0,1,False,0,False,0.9865384615384616,True,heuristic-high
tweeteval_irony,twitter,train,1,Cluck! RT @user Most transparent administration ever sends password-protected documents to Oversight.  #Gruber,,Cluck! RT <USER> Most transparent administration ever sends password-protected documents to Oversight. Gruber,,114,14,2,6.571428571428571,1,0,0,0,2,0.14285714285714285,0,0,0,0,0,0,0,False,0,False,0.775,True,heuristic-high
tweeteval_irony,twitter,train,1,@user @user Ya cause their country is calm and peaceful from Everyone arming themselves,,<USER> <USER> Ya cause their country is calm and peaceful from Everyone arming themselves,,93,14,1,5.142857142857143,0,0,0,0,2,0.14285714285714285,0,0,0,0,0,0,0,False,0,False,0.8999999999999999,True,heuristic-high
tweeteval_irony,twitter,train,1,Its gonna be a loooong day..  but yolo lets have fun 😆,,Its gonna be a loooong day.. but yolo lets have fun 😆,,54,11,1,3.5454545454545454,0,0,1,1,0,0.0,1,1,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Reading a Victoria's Secret Fashion Show recap with a plate of French fries in front of me 🍟,,Reading a Victoria's Secret Fashion Show recap with a plate of French fries in front of me 🍟,,92,17,1,4.352941176470588,0,0,0,0,0,0.0,1,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,.@Moz @user Woot woot! Whiteboard Friday's are my favorite Friday activity!,,. <USER> <USER> Woot woot! Whiteboard Friday's are my favorite Friday activity!,,82,11,3,5.545454545454546,2,0,0,0,2,0.18181818181818182,0,0,0,0,0,0,0,False,0,False,0.8090909090909091,True,heuristic-high
tweeteval_irony,twitter,train,0,"Why is it so hard for people to cover their mouth when they cough?? Specially old people! Wtf, isn't it common curtesy? #coveryomouf #nasty",,"Why is it so hard for people to cover their mouth when they cough?? Specially old people! Wtf, isn't it common curtesy? coveryomouf nasty",,141,24,3,4.541666666666667,1,3,0,1,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,"@user @user The more liberal the city, the more class and intelligence it exudes.",,"<USER> <USER> The more liberal the city, the more class and intelligence it exudes.",,87,14,1,4.571428571428571,0,0,0,0,2,0.14285714285714285,0,0,0,0,0,0,0,False,0,False,0.9625,True,heuristic-high
tweeteval_irony,twitter,train,0,"@user People who commit crimes, resist cops, or attack cops are endangering their own lives. No respect for law or other people.",,"<USER> People who commit crimes, resist cops, or attack cops are endangering their own lives. No respect for law or other people.",,131,22,2,4.636363636363637,0,0,0,0,1,0.045454545454545456,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Did #lyntoncrosby invent #CameronMustGo ? Puerile attacks on @user in RW press provoked #webackEd which led to #CameronMustGo,,Did lyntoncrosby invent CameronMustGo ? Puerile attacks on <USER> in RW press provoked webackEd which led to CameronMustGo,,132,17,1,6.0,0,1,0,0,2,0.11764705882352941,0,0,0,0,0,0,0,False,0,False,0.9073529411764707,True,heuristic-high
tweeteval_irony,twitter,train,1,Love coming to school knowing I have tests all day,,Love coming to school knowing I have tests all day,,50,10,1,4.1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,@user wow.. she really touched them with that tweet.,,<USER> wow.. she really touched them with that tweet.,,55,9,2,4.444444444444445,0,0,1,1,1,0.1111111111111111,0,0,0,0,0,0,1,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,"Have successfully avoided everything from season 4 - which I've not seen and there's an S5 one, in my timeline.  Thanks Indy!",,"Have successfully avoided everything from season 4 - which I've not seen and there's an S5 one, in my timeline. Thanks Indy!",,125,20,2,4.85,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Gawd! I love 9am lectures and 4-6pm lectures.,,Gawd! I love 9am lectures and 4-6pm lectures.,,45,8,2,4.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.978125,True,heuristic-high
tweeteval_irony,twitter,train,0,@user apricots pears and boozy Belgian goodness. A winter warmer.,,<USER> apricots pears and boozy Belgian goodness. A winter warmer.,,68,10,2,5.3,0,0,0,0,1,0.1,0,0,0,0,0,0,0,False,0,False,0.825,True,heuristic-high
tweeteval_irony,twitter,train,1,Great way to start of the day,,Great way to start of the day,,29,7,1,3.2857142857142856,0,0,0,0,0,0.0,0,0,0,0,0,0,1,True,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,So lakeside was like 7million scavengers  all in 1place #hadfun  #neverboxingdayshoppingagain,,So lakeside was like 7million scavengers all in 1place hadfun neverboxingdayshoppingagain,,95,11,1,7.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,My stomach is a Wonderland for gas inducing bacteria. #blessed,,My stomach is a Wonderland for gas inducing bacteria. blessed,,63,10,1,5.1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,.@ThatNeilGuy Isn't it great how all those ppl have done a public mea culpa since that didn't happen?,,. <USER> Isn't it great how all those ppl have done a public mea culpa since that didn't happen?,,97,18,2,4.111111111111111,0,1,0,0,1,0.05555555555555555,0,0,0,0,0,0,1,False,0,False,0.9416666666666667,True,heuristic-high
tweeteval_irony,twitter,train,0,"Song of the Day: ""The Lights and Buzz"" - Jack's Mannequin.",,"Song of the Day: ""The Lights and Buzz"" - Jack's Mannequin.",,58,10,1,4.3,0,0,0,0,0,0.0,0,0,1,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,Younger siblings are okay. But then they do this irritating thing where they wake you at 5:15 to open presents. And that's just awesome,,Younger siblings are okay. But then they do this irritating thing where they wake you at 5:15 to open presents. And that's just awesome,,135,23,2,4.608695652173913,0,0,0,0,0,0.0,0,0,0,0,0,0,1,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,Some #tblightning action along the boards at @user in #Tampa #fuji #x30 #boltssocial #bethethunder,,Some tblightning action along the boards at <USER> in Tampa fuji x30 boltssocial bethethunder,,107,14,1,5.428571428571429,0,0,0,0,1,0.07142857142857142,0,0,0,0,0,0,0,False,0,False,0.8999999999999999,True,heuristic-high
tweeteval_irony,twitter,train,0,@user I think I'm gonna check your music out later. Thanks☺,,<USER> I think I'm gonna check your music out later. Thanks☺,,62,11,1,4.181818181818182,0,0,0,0,1,0.09090909090909091,1,0,0,0,0,0,0,False,0,False,0.9681818181818183,True,heuristic-high
tweeteval_irony,twitter,train,1,Ouch that hurt 😂,,Ouch that hurt 😂,,16,3,1,4.0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,1,I love how sometimes I am skipped over so the greeting replies are just towards Odin but not me.,,I love how sometimes I am skipped over so the greeting replies are just towards Odin but not me.,,96,19,1,4.052631578947368,0,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
tweeteval_irony,twitter,train,0,#Landlord collects #Rent from #HoneyBees in #BeeHive ... #Bee #Honey #ItalianBees,,Landlord collects Rent from HoneyBees in BeeHive ... Bee Honey ItalianBees,,88,10,1,6.1,0,0,1,1,0,0.0,0,0,0,0,0,0,0,False,0,False,0.825,True,heuristic-high
tweeteval_irony,twitter,train,0,"May be cold tomorrow, December 28, 2014! A low of -7℃ - dress warm!",,"May be cold tomorrow, December 28, 2014! A low of -7°C - dress warm!",,68,11,2,3.727272727272727,2,0,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,0.8886363636363637,True,heuristic-high
tweeteval_irony,twitter,train,1,I'm glad the DC Council has it's priorities intact...  #DC,,I'm glad the DC Council has it's priorities intact... DC,,59,10,1,4.4,0,0,1,1,2,0.2,0,0,0,0,0,0,0,False,0,False,0.825,True,heuristic-high
tweeteval_irony,twitter,train,1,"If there was no #CFBPlayoff this year, would there really be an argument against #ALAvsOre for a #NationalChampionship? Shouldn't be.",,"If there was no CFBPlayoff this year, would there really be an argument against ALAvsOre for a NationalChampionship ? Shouldn't be.",,136,20,2,5.4,0,1,0,0,0,0.0,0,0,0,0,0,0,0,False,0,False,1.0,True,heuristic-high
