dataset,platform,split,label,text,context,n_context_turns,text_clean,context_clean,n_chars,n_words,n_sentences,avg_word_len,n_exclam,n_question,n_ellipsis,n_repeat_punct,n_allcaps_words,allcaps_ratio,n_emoji,n_elongation,n_scare_quotes,n_urls,n_mentions,n_hashtags,n_interjections,starts_with_interjection,context_n_words,has_context,en_score,is_english,lang_method
figlang_twitter,twitter,train,1,"@USER @USER We are constantly monitoring customer feedback and are look forward to bringing HomeKit to the market . Instead of working on this , we are researching new products we think our customers may want . Thank you for your suggestion .","Announcing three new solar-powered outdoor lights ! Smart Lighting Solar Floodlight , Solar Pathlight and Solar Steplight are easy to install , motion-activated , and can all be controlled from your Ring App . Available 4/1 . Learn more here : <URL> <URL> || @USER Where ’ s my HomeKit support from 4 years ago ?",2,"<USER> <USER> We are constantly monitoring customer feedback and are look forward to bringing HomeKit to the market . Instead of working on this , we are researching new products we think our customers may want . Thank you for your suggestion .","Announcing three new solar-powered outdoor lights ! Smart Lighting Solar Floodlight , Solar Pathlight and Solar Steplight are easy to install , motion-activated , and can all be controlled from your Ring App . Available 4/1 . Learn more here : <URL> <URL> || <USER> Where ' s my HomeKit support from 4 years ago ?",248,39,3,4.9743589743589745,0,0,0,0,2,0.05128205128205128,0,0,0,0,0,0,0,False,47,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER pti and IK are just contesting their case in which they accused PM without any proof ,","No proper preparation for the Penama case by PTI and right now they are sitting without a lawyer attending marriages , excellent priorities . || @USER Why its pti n Imran Khan responsibility to fix Pakistan corruption ?",2,"<USER> <USER> pti and IK are just contesting their case in which they accused PM without any proof ,","No proper preparation for the Penama case by PTI and right now they are sitting without a lawyer attending marriages , excellent priorities . || <USER> Why its pti n Imran Khan responsibility to fix Pakistan corruption ?",104,18,1,4.277777777777778,0,0,0,0,4,0.2222222222222222,0,0,0,0,0,0,0,False,34,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER @USER #OROP All political party sail in same boat , Armymen sat at Jantarmantar so it happnd this time .","RG : His son has died Army man's son : No , my father died RG : OK , he's father of dead jawan This guy has no clue what … <URL> || .. Why can't u people implemented #OROP during UPA or last 43 years ? Only agenda of @USER n opposition … <URL>",2,"<USER> <USER> <USER> OROP All political party sail in same boat , Armymen sat at Jantarmantar so it happnd this time .","RG : His son has died Army man's son : No , my father died RG : OK , he's father of dead jawan This guy has no clue what ... <URL> || .. Why can't u people implemented OROP during UPA or last 43 years ? Only agenda of <USER> n opposition ... <URL>",126,20,1,4.45,0,0,0,0,4,0.2,0,0,0,0,0,0,0,False,44,True,0.95625,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER Sounds like a nicely "" Proven technology for bot detection ""","@USER Did you know that @USER thinks you are a #fake ? It's funny that they don't check the twitter veri … <URL> || @USER haha , @USER seems to be a rather dumb bot ! :-D",2,"<USER> <USER> Sounds like a nicely "" Proven technology for bot detection ""","<USER> Did you know that <USER> thinks you are a fake ? It's funny that they don't check the twitter veri ... <URL> || <USER> haha , <USER> seems to be a rather dumb bot ! :-D",78,11,1,5.090909090909091,0,0,0,0,2,0.18181818181818182,0,0,1,0,0,0,0,False,32,True,0.8886363636363637,True,heuristic-high
figlang_twitter,twitter,train,1,@USER you should show them the spoof judges one from today ! That'll make them laugh and would be a great additional discussion .,Today I've managed to simultaneously procrastinate on Twitter and write 3 articles . Go me . :) || @USER Had a fantastic lesson with my A2 Eng Lang group analysing the headline <URL>,2,<USER> you should show them the spoof judges one from today ! That'll make them laugh and would be a great additional discussion .,Today I've managed to simultaneously procrastinate on Twitter and write 3 articles . Go me . :) || <USER> Had a fantastic lesson with my A2 Eng Lang group analysing the headline <URL>,132,22,2,4.681818181818182,1,0,0,0,1,0.045454545454545456,0,0,0,0,0,0,1,False,28,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER @USER This is a very well thought out , articulate , and intelligent take .",Great segment on @USER about the rule for taking a touchback on a kickoff . Rules were not adhered to . Bills TD on end zone recovery that was wiped out after officials meeting was indeed a TD according to the rules book . || @USER @USER A lot of crying . Don ’ t give up a 16-0 lead and it wouldn ’ t have mattered .,2,"<USER> <USER> <USER> This is a very well thought out , articulate , and intelligent take .",Great segment on <USER> about the rule for taking a touchback on a kickoff . Rules were not adhered to . Bills TD on end zone recovery that was wiped out after officials meeting was indeed a TD according to the rules book . || <USER> <USER> A lot of crying . Don ' t give up a 16-0 lead and it wouldn ' t have mattered .,96,14,1,4.642857142857143,0,0,0,0,3,0.21428571428571427,0,0,0,0,0,0,1,False,61,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,@USER yet the left keeps reminding Americans how fat everyone is,I'm glad Puzder will withdraw . Given his relationship to his employees he wasn't fit to lead a department responsib … <URL> || We don ’ t need a labor secretary who makes millions while his workers are paid starvation wages .,2,<USER> yet the left keeps reminding Americans how fat everyone is,I'm glad Puzder will withdraw . Given his relationship to his employees he wasn't fit to lead a department responsib ... <URL> || We don ' t need a labor secretary who makes millions while his workers are paid starvation wages .,67,11,1,4.818181818181818,0,0,0,0,1,0.09090909090909091,0,0,0,0,0,0,0,False,38,True,0.8886363636363637,True,heuristic-high
figlang_twitter,twitter,train,1,@USER No IQ concerns either if you don ’ t know what they are you ’ re either naive or dirty,"If women like @USER @USER @USER told me to stop , I would stop . I take my guidance from women who * don ’ t * prostrate themselves in front of abusive men . <URL> || @USER @USER @USER Interesting opinion of women who stand up for other women . #TransWomenAreWomen",2,<USER> No IQ concerns either if you don ' t know what they are you ' re either naive or dirty,"If women like <USER> <USER> <USER> told me to stop , I would stop . I take my guidance from women who * don ' t * prostrate themselves in front of abusive men . <URL> || <USER> <USER> <USER> Interesting opinion of women who stand up for other women . TransWomenAreWomen",95,21,1,3.380952380952381,0,0,0,0,2,0.09523809523809523,0,0,0,0,0,0,0,False,45,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,@USER @USER you're a high school drop out on welfare . You're not qualified impugn anyone's intelligence .,"An important change . Aiming words like "" outrageous "" toward judges is unsettling coming from a White House . Nixonian … <URL> || @USER Democrats need to somehow tie Judge Gorsuch to Putin . Cluelss Dem Dumb base will believe anything . You know this Lol",2,<USER> <USER> you're a high school drop out on welfare . You're not qualified impugn anyone's intelligence .,"An important change . Aiming words like "" outrageous "" toward judges is unsettling coming from a White House . Nixonian ... <URL> || <USER> Democrats need to somehow tie Judge Gorsuch to Putin . Cluelss Dem Dumb base will believe anything . You know this Lol",112,16,2,5.3125,0,0,0,0,2,0.125,0,0,0,0,0,0,0,False,39,True,0.86875,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER @USER Always love it when someone who can't spell "" there "" comments about ignorance .","Can't wait for all the politicians who refuse to adjust gun laws to send their "" thoughts & prayers "" to Ohio State . <URL> || Guns had nothing to do with this and we have background checks and you people think their are loopholes . Ignorance is bliss . @USER",2,"<USER> <USER> <USER> Always love it when someone who can't spell "" there "" comments about ignorance .","Can't wait for all the politicians who refuse to adjust gun laws to send their "" thoughts & prayers "" to Ohio State . <URL> || Guns had nothing to do with this and we have background checks and you people think their are loopholes . Ignorance is bliss . <USER>",107,15,1,5.0,0,0,0,0,3,0.2,0,0,1,0,0,0,0,False,44,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,@USER So we trust the mafia . History has proven that to be true . No different for the tech mafia . The honest mafia don makes for a heroic protagonist but never the winner in any mafia war or movie .,"@USER Perceptions are never based on reality or facts . Why people focus so much on managing or manipulating perceptions . AKA #Branding #marketing Now to ask what is holding back brand Apple . Perhaps Google = Free ; Apple = Expensive may have something to do with this . || @USER ... in general , people who know to steal the data best ... know how to protect it best :)",2,<USER> So we trust the mafia . History has proven that to be true . No different for the tech mafia . The honest mafia don makes for a heroic protagonist but never the winner in any mafia war or movie .,"<USER> Perceptions are never based on reality or facts . Why people focus so much on managing or manipulating perceptions . AKA Branding marketing Now to ask what is holding back brand Apple . Perhaps Google = Free ; Apple = Expensive may have something to do with this . || <USER> ... in general , people who know to steal the data best ... know how to protect it best :)",204,38,4,4.078947368421052,0,0,0,0,1,0.02631578947368421,0,0,0,0,0,0,0,False,60,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER Yeah ! Let's sacrifice a boy's future to make an example ! Seriously , a bit of empathy is no harm .","Co Wicklow schoolboy granted leave to remain in Ireland , principal says <URL> || @USER Rewarding passport fraud encourages more of the same .",2,"<USER> <USER> Yeah ! Let's sacrifice a boy's future to make an example ! Seriously , a bit of empathy is no harm .","Co Wicklow schoolboy granted leave to remain in Ireland , principal says <URL> || <USER> Rewarding passport fraud encourages more of the same .",118,20,3,4.15,2,0,0,0,2,0.1,0,0,0,0,0,0,1,False,21,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,@USER @USER @USER Ask Trump how great a guy Trump is . 😂,"He also loves to say "" I don't recall , as I sit here . "" <URL> || @USER @USER Comey's a standup guy . Just ask him and he'll tell you how great he is .",2,<USER> <USER> <USER> Ask Trump how great a guy Trump is . 😂,"He also loves to say "" I don't recall , as I sit here . "" <URL> || <USER> <USER> Comey's a standup guy . Just ask him and he'll tell you how great he is .",65,11,1,3.5454545454545454,0,0,0,0,3,0.2727272727272727,1,0,0,0,0,0,1,False,30,True,0.8886363636363637,True,heuristic-high
figlang_twitter,twitter,train,1,@USER @USER @USER r these the same pollsters that told us DT wouldn't win & Hillary will win #WI #MI ?,"New @USER News / WaPo poll : 74 % say Trump should release his tax returns , including 49 % of his own supporters … <URL> || @USER @USER If he refused to release those returns before election day , there's zero chance he will do so now . Media fail .",2,<USER> <USER> <USER> r these the same pollsters that told us DT wouldn't win & Hillary will win WI MI ?,"New <USER> News / WaPo poll : 74 % say Trump should release his tax returns , including 49 % of his own supporters ... <URL> || <USER> <USER> If he refused to release those returns before election day , there's zero chance he will do so now . Media fail .",113,19,1,3.9473684210526314,0,1,0,0,6,0.3157894736842105,0,0,0,0,0,0,0,False,40,True,0.8802631578947369,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER wow "" The atmosphere means nothing to us , there's no response & doesn't effect how we play "" - Quote : No player ever .","Honestly think we'll loose today . Will be too much focus on hating RK than supporting #saintsfc 😡 😡 but fans deserve to show that , right ? 😑 😑 || @USER doesn't say much about the players if they're affected that easily . Talking shite",2,"<USER> wow "" The atmosphere means nothing to us , there's no response & doesn't effect how we play "" - Quote : No player ever .","Honestly think we'll loose today . Will be too much focus on hating RK than supporting saintsfc 😡 😡 but fans deserve to show that , right ? 😑 😑 || <USER> doesn't say much about the players if they're affected that easily . Talking shite",129,20,1,4.6,0,0,0,0,1,0.05,0,0,1,0,0,0,1,False,37,True,0.95625,True,heuristic-high
figlang_twitter,twitter,train,1,@USER My wife just posted a Facebook text asking if he dropped off the wagon again Hah !,I stopped listening 2 this man when he went never #Trump on us . If #Killary wins he'll take a lot of the blame & de … <URL> || @USER I stopped a while before that when he began to act like he was a Mormon prophet . Clearly not alone in … <URL>,2,<USER> My wife just posted a Facebook text asking if he dropped off the wagon again Hah !,I stopped listening 2 this man when he went never Trump on us . If Killary wins he'll take a lot of the blame & de ... <URL> || <USER> I stopped a while before that when he began to act like he was a Mormon prophet . Clearly not alone in ... <URL>,91,17,1,4.0588235294117645,1,0,0,0,1,0.058823529411764705,0,0,0,0,0,0,0,False,47,True,0.9588235294117647,True,heuristic-high
figlang_twitter,twitter,train,1,. @USER @USER people disagreeing with this are very hateful and aggressive in the language they use in the comments,"We love this polite , friendly & heartfelt msg from Bob to @USER urging them to #StopFundingHate ! <URL> #keepitcivil || @USER We have finished the agreement with The Daily Mail and are not planning any future promotional activity with the newspaper",2,. <USER> <USER> people disagreeing with this are very hateful and aggressive in the language they use in the comments,"We love this polite , friendly & heartfelt msg from Bob to <USER> urging them to StopFundingHate ! <URL> keepitcivil || <USER> We have finished the agreement with The Daily Mail and are not planning any future promotional activity with the newspaper",121,19,1,4.894736842105263,0,0,0,0,2,0.10526315789473684,0,0,0,0,0,0,0,False,38,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER that is what comedy is for . Before that video , I heard nothing . MSM omission is also deception @USER",This is amazing news and we didn't hear it on MSM Ha ! ! I wonder why ? @USER <URL> || @USER @USER that guy kept making loud proclaimations acting cartoonish trying to make it seem ridiculous,2,"<USER> that is what comedy is for . Before that video , I heard nothing . MSM omission is also deception <USER>",This is amazing news and we didn't hear it on MSM Ha ! ! I wonder why ? <USER> <URL> || <USER> <USER> that guy kept making loud proclaimations acting cartoonish trying to make it seem ridiculous,115,19,2,4.368421052631579,0,0,0,0,3,0.15789473684210525,0,0,0,0,0,0,0,False,33,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER @USER You do realize you have a profile pic of a man that kisses other men on the lips , right ?","Is Patrick Mahomes Girlfriend and His Brother The Two Dumbest Humans On Earth ? @USER <URL> || @USER @USER @USER The luck of the gene pool . No question Patrick has some feminine qualities , you can see it if you pay attention , he missed just enough to be heterosexual . But the brother .. not so lucky !",2,"<USER> <USER> <USER> You do realize you have a profile pic of a man that kisses other men on the lips , right ?","Is Patrick Mahomes Girlfriend and His Brother The Two Dumbest Humans On Earth ? <USER> <URL> || <USER> <USER> <USER> The luck of the gene pool . No question Patrick has some feminine qualities , you can see it if you pay attention , he missed just enough to be heterosexual . But the brother .. not so lucky !",117,22,1,3.6363636363636362,0,1,0,0,3,0.13636363636363635,0,0,0,0,0,0,1,False,52,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,@USER @USER You're a Bay Area sports fan who wants #calexit bc you hate CA ? #finebyme,"If by "" up its game "" you mean #CalExit-ing a system designed to make us foot the bill for people who hate us , we agr … <URL> || @USER @USER @USER please exit soon so that Dianne Feinstein and Kamla Harris won't be around any longer to destroy the USA govt",2,<USER> <USER> You're a Bay Area sports fan who wants calexit bc you hate CA ? finebyme,"If by "" up its game "" you mean CalExit -ing a system designed to make us foot the bill for people who hate us , we agr ... <URL> || <USER> <USER> <USER> please exit soon so that Dianne Feinstein and Kamla Harris won't be around any longer to destroy the USA govt",94,16,1,4.0625,0,1,0,0,3,0.1875,0,0,0,0,0,0,0,False,49,True,0.8140625,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER @USER since the internet ... socializing ourselves to be anti-social , through social media ...",Milo Yiannopoulos is trying to convince colleges that hate speech is cool <URL> <URL> || . @USER @USER Milo's supporters admit that his speeches are filled with Hate - When did Hate become so popular ? <URL>,2,"<USER> <USER> <USER> since the internet ... socializing ourselves to be anti-social , through social media ...",Milo Yiannopoulos is trying to convince colleges that hate speech is cool <URL> <URL> || . <USER> <USER> Milo's supporters admit that his speeches are filled with Hate - When did Hate become so popular ? <URL>,116,15,2,5.333333333333333,0,0,2,2,3,0.2,0,0,0,0,0,0,0,False,33,True,0.825,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER Right , because most people take their kids with them to commit burglary . So what if she's never seen him ? If there's ten people living there , they have a hundred + relations she's never seen before . Plus friends . Nobody owes her an explanation .",Listen right to the end . The woman's just being a major twitting bigot . <URL> || @USER I'm here to visit my aunt . Yet she's being accused of being racist calling the police . Who's to say she isn't doing the right thing and wanting to protect her community from a burglary and she never seen the man before this . This video is inconclusive to make a proper decision .,2,"<USER> Right , because most people take their kids with them to commit burglary . So what if she's never seen him ? If there's ten people living there , they have a hundred + relations she's never seen before . Plus friends . Nobody owes her an explanation .",Listen right to the end . The woman's just being a major twitting bigot . <URL> || <USER> I'm here to visit my aunt . Yet she's being accused of being racist calling the police . Who's to say she isn't doing the right thing and wanting to protect her community from a burglary and she never seen the man before this . This video is inconclusive to make a proper decision .,260,42,5,4.738095238095238,0,1,0,0,1,0.023809523809523808,0,0,0,0,0,0,1,False,66,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER song tunes incl . "" I love China "" vs . people chanting anti-establishment slogans","This is unfortunate 😂 Untimely Chinese folk dance show got caught up in pro-democracy rally #Hongkong #hk #awkward <URL> || @USER on the contrary , it could be timed perfectly #meh",2,"<USER> song tunes incl . "" I love China "" vs . people chanting anti-establishment slogans","This is unfortunate 😂 Untimely Chinese folk dance show got caught up in pro-democracy rally Hongkong hk awkward <URL> || <USER> on the contrary , it could be timed perfectly meh",91,13,2,5.153846153846154,0,0,0,0,1,0.07692307692307693,0,0,1,0,0,0,0,False,29,True,0.7846153846153846,True,heuristic-high
figlang_twitter,twitter,train,1,@USER @USER @USER say ppl who voted in a megalomaniacal reality tv star as #lohansux,"Lindsay Lohan Wants Meeting with Trump , Putin to Solve Syrian Refugee Crisis <URL> || @USER @USER lmaooooo oh man this made my day . A druggie and alcoholic who wants to solve political issues 😂 😂 😂",2,<USER> <USER> <USER> say ppl who voted in a megalomaniacal reality tv star as lohansux,"Lindsay Lohan Wants Meeting with Trump , Putin to Solve Syrian Refugee Crisis <URL> || <USER> <USER> lmaooooo oh man this made my day . A druggie and alcoholic who wants to solve political issues 😂 😂 😂",94,15,1,4.4,0,0,0,0,3,0.2,0,0,0,0,0,0,0,False,32,True,0.9416666666666667,True,heuristic-high
figlang_twitter,twitter,train,1,@USER @USER a black man saying he wishs for black genocide for Christmas ... sounds like a Richard Pryor joke .  .,( 6/6 ) We contacted Prof . Ciccariello-Maher today to arrange a meeting to discuss this matter in detail . <URL> || @USER imagine if someone advocated black genocide . They would be fired on the spot,2,<USER> <USER> a black man saying he wishs for black genocide for Christmas ... sounds like a Richard Pryor joke . .,( 6/6 ) We contacted Prof . Ciccariello-Maher today to arrange a meeting to discuss this matter in detail . <URL> || <USER> imagine if someone advocated black genocide . They would be fired on the spot,120,19,3,4.473684210526316,0,0,1,1,2,0.10526315789473684,0,0,0,0,0,0,0,False,31,True,0.9263157894736842,True,heuristic-high
figlang_twitter,twitter,train,1,@USER Hilarious to see #journalism org decrying fake news stories .,""" [ Trump's ] campaign posted my story about protesters getting paid $ 3,500 as fact … I posted a fake ad on Craigslist . "" <URL> || “ Fake election news stories generated more engagement than election stories from 19 major news outlets combined . ” … <URL>",2,<USER> Hilarious to see journalism org decrying fake news stories .,""" [ Trump's ] campaign posted my story about protesters getting paid $ 3,500 as fact ... I posted a fake ad on Craigslist . "" <URL> || "" Fake election news stories generated more engagement than election stories from 19 major news outlets combined . "" ... <URL>",71,10,1,5.4,0,0,0,0,1,0.1,0,0,0,0,0,0,0,False,35,True,0.825,True,heuristic-high
figlang_twitter,twitter,train,1,@USER Oh no . I just told clients there ’ s a good chance of 90 % returns in stocks over th next year ! #noguarantees,"The SKEW Index , which looks at the risk of a black swan event in equities over the next 30 days , jumped to the highest level since in more than a year . When this happened in the past , $ SPX may have struggled over the next 2 months , but rallied 92 % over the next year <URL> || * Should read 92 % of the time over the next year . Need the edit button",2,<USER> Oh no . I just told clients there ' s a good chance of 90 % returns in stocks over th next year ! noguarantees,"The SKEW Index , which looks at the risk of a black swan event in equities over the next 30 days , jumped to the highest level since in more than a year . When this happened in the past , $ SPX may have struggled over the next 2 months , but rallied 92 % over the next year <URL> || * Should read 92 % of the time over the next year . Need the edit button",121,22,2,3.8636363636363638,1,0,0,0,1,0.045454545454545456,0,0,0,0,0,0,1,False,64,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER @USER Yeah , blocking out everyone who disagree's with you , that's the pinacle of emotional maturity !","Wow . Just wow . So basically everything I enjoyed up to this point is completely moot because "" I'm not a fan ? "" I fell in love with this series since 2003 , but Colors and Mania are among my favorites , so I'm not a fan ? I put so much of my life into Sonic but I'm still not a fan ? <URL> || @USER @USER @USER Yeah I think they blocked all of crimsons followers goddamit",2,"<USER> <USER> <USER> Yeah , blocking out everyone who disagree's with you , that's the pinacle of emotional maturity !","Wow . Just wow . So basically everything I enjoyed up to this point is completely moot because "" I'm not a fan ? "" I fell in love with this series since 2003 , but Colors and Mania are among my favorites , so I'm not a fan ? I put so much of my life into Sonic but I'm still not a fan ? <URL> || <USER> <USER> <USER> Yeah I think they blocked all of crimsons followers goddamit",124,17,1,5.294117647058823,1,0,0,0,3,0.17647058823529413,0,0,0,0,0,0,1,False,70,True,0.9588235294117647,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER High quality materials don't allow us to price it lower & Of course it's not by Corning , we just like to use names of our strategic partners randomly 🤯",A lot of MiFans have been asking for official tempered glass . So we went out & partnered with the best in the business 💪 #Corning The first offering is for #RedmiNote8Pro Will expand to cover more phones based on feedback from users 🙏 <URL> || @USER I think you should start launching tempered glass for all the upcoming smartphones and it should be priced at ₹ 299 if possible . And is it really made by Corning ?,2,"<USER> High quality materials don't allow us to price it lower & Of course it's not by Corning , we just like to use names of our strategic partners randomly 🤯",A lot of MiFans have been asking for official tempered glass . So we went out & partnered with the best in the business 💪 Corning The first offering is for RedmiNote8Pro Will expand to cover more phones based on feedback from users 🙏 <URL> || <USER> I think you should start launching tempered glass for all the upcoming smartphones and it should be priced at ₹ 299 if possible . And is it really made by Corning ?,161,28,1,4.428571428571429,0,0,0,0,1,0.03571428571428571,1,0,0,0,0,0,0,False,71,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER @USER The here is so pervasive , I almost liked it . Wanting to supplant 1 asserted bias with a different 1 of your own choosing — that ’ s hilarious . But , failing to acknowledge that the bias of your choosing already exists ... Well — That ’ s the * * IRONY * *","The @USER is closing today after 12 years in Washington . "" The problem was expenses and debt , "" @USER wrote recently . "" The Washington building was too ambitious ( $ 450 million in construction ) , the upkeep was too costly and donations were too few . "" <URL> || @USER @USER @USER Too bad peoples like won ’ t use their fortunes to save the & buy local newspapers & TV news programming to strengthen our first amendment & keep companies like Sinclair from brainwashing Americans . #TuesdayMotivation",2,"<USER> <USER> <USER> The here is so pervasive , I almost liked it . Wanting to supplant 1 asserted bias with a different 1 of your own choosing - that ' s hilarious . But , failing to acknowledge that the bias of your choosing already exists ... Well - That ' s the * * IRONY * *","The <USER> is closing today after 12 years in Washington . "" The problem was expenses and debt , "" <USER> wrote recently . "" The Washington building was too ambitious ( $ 450 million in construction ) , the upkeep was too costly and donations were too few . "" <URL> || <USER> <USER> <USER> Too bad peoples like won ' t use their fortunes to save the & buy local newspapers & TV news programming to strengthen our first amendment & keep companies like Sinclair from brainwashing Americans . TuesdayMotivation",285,46,3,4.3478260869565215,0,0,1,1,4,0.08695652173913043,0,0,0,0,0,0,1,False,73,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,@USER true & our policy makers never learn from past experiences @USER,"Discrimination , brutality , corruption of politicians & Army drag innocent balochs towards demand of separate country … <URL> || @USER @USER we did same with bangalies .. and now with balochies ..",2,<USER> true & our policy makers never learn from past experiences <USER>,"Discrimination , brutality , corruption of politicians & Army drag innocent balochs towards demand of separate country ... <URL> || <USER> <USER> we did same with bangalies .. and now with balochies ..",76,11,1,5.090909090909091,0,0,0,0,2,0.18181818181818182,0,0,0,0,0,0,0,False,26,True,0.8886363636363637,True,heuristic-high
figlang_twitter,twitter,train,1,@USER @USER Nothing says nothing better than denise ! Can't even decide what she supports politically ? LOL SMH #Projection,Where was Speaker Pelosi ’ s call for a war powers resolution when the Obama Administration unilaterally authorized drone strikes ? Don ’ t be mistaken . This resolution is nothing more than a political stunt to cover up Democrats ’ lack of a legislative agenda . <URL> || @USER Whataboutism at its best . I don ’ t affiliate with a political party ( FYI ) . It makes me laugh ( or cry ) every time you talk . People who yell and whine don ’ t actually have two legs to stand on . Nothing I ’ ve heard you say is objective or intelligent .,2,<USER> <USER> Nothing says nothing better than denise ! Can't even decide what she supports politically ? LOL SMH Projection,Where was Speaker Pelosi ' s call for a war powers resolution when the Obama Administration unilaterally authorized drone strikes ? Don ' t be mistaken . This resolution is nothing more than a political stunt to cover up Democrats ' lack of a legislative agenda . <URL> || <USER> Whataboutism at its best . I don ' t affiliate with a political party ( FYI ) . It makes me laugh ( or cry ) every time you talk . People who yell and whine don ' t actually have two legs to stand on . Nothing I ' ve heard you say is objective or intelligent .,130,18,2,5.5,1,1,0,0,4,0.2222222222222222,0,0,0,0,0,0,1,False,96,True,0.8444444444444444,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER @USER All those black people being shot , because they're poor . Who would have thought .","@USER When he says that the real divide is class , the implication is that hundreds of years of white supremacy isn't a real problem . || @USER @USER Racism is how class divisions are maintained and "" justified . """,2,"<USER> <USER> <USER> All those black people being shot , because they're poor . Who would have thought .","<USER> When he says that the real divide is class , the implication is that hundreds of years of white supremacy isn't a real problem . || <USER> <USER> Racism is how class divisions are maintained and "" justified . """,110,16,2,4.8125,0,0,0,0,3,0.1875,0,0,0,0,0,0,0,False,35,True,0.978125,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER They have ZERO say , they can slow it down but not stop ANY because THEY changed the rules in 2014 .","Outrage won't get it done . What seats are vulnerable ? Who are we running ? How do we amplify their message ? How do we get out the vote ? || @USER First off , the Dems need to quit voting to confirm all his nominees .",2,"<USER> <USER> They have ZERO say , they can slow it down but not stop ANY because THEY changed the rules in 2014 .","Outrage won't get it done . What seats are vulnerable ? Who are we running ? How do we amplify their message ? How do we get out the vote ? || <USER> First off , the Dems need to quit voting to confirm all his nominees .",118,21,1,3.857142857142857,0,0,0,0,5,0.23809523809523808,0,0,0,0,0,0,0,False,40,True,1.0,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER @USER The irony in this tweet , lost on every trump supporter , including the writer , is priceless .","Russia , Syria , and Iran are killing , or on their way to killing , thousands of innocent civilians in Idlib Province . Don ’ t do it ! Turkey is working hard to stop this carnage . || @USER @USER Don't know what poll your using but this one says 59 % say DON'T impeach , 33 % say do . Remember now that polls are taken to influence voters not to record them .",2,"<USER> <USER> <USER> The irony in this tweet , lost on every trump supporter , including the writer , is priceless .","Russia , Syria , and Iran are killing , or on their way to killing , thousands of innocent civilians in Idlib Province . Don ' t do it ! Turkey is working hard to stop this carnage . || <USER> <USER> Don't know what poll your using but this one says 59 % say DON'T impeach , 33 % say do . Remember now that polls are taken to influence voters not to record them .",122,18,1,4.722222222222222,0,0,0,0,3,0.16666666666666666,0,0,0,0,0,0,0,False,62,True,0.9416666666666667,True,heuristic-high
figlang_twitter,twitter,train,1,"@USER @USER @USER Democrats demand we judge each immigrant on their character , yet u judge all republicans as evil .",Reminder : 81 % of White Evangelicals voted for a man who can't name a single Bible verse & stands against everything Jesus ever said or did . || @USER @USER Cause they just want to see him hurt people .,2,"<USER> <USER> <USER> Democrats demand we judge each immigrant on their character , yet u judge all republicans as evil .",Reminder : 81 % of White Evangelicals voted for a man who can't name a single Bible verse & stands against everything Jesus ever said or did . || <USER> <USER> Cause they just want to see him hurt people .,126,19,1,4.842105263157895,0,0,0,0,3,0.15789473684210525,0,0,0,0,0,0,0,False,34,True,0.8802631578947369,True,heuristic-high
figlang_twitter,twitter,train,1,@USER @USER But in my case the device failed to resist water when it was taken in pool for the first time .,@USER @USER My complaint number is 4229669931 . I had #GalaxyS7edge which is now water damaged . I requested for warranty || @USER @USER I got a call explaining me the quality checks you do . I don't doubt that .,2,<USER> <USER> But in my case the device failed to resist water when it was taken in pool for the first time .,<USER> <USER> My complaint number is 4229669931 . I had GalaxyS7edge which is now water damaged . I requested for warranty || <USER> <USER> I got a call explaining me the quality checks you do . I don't doubt that .,113,22,1,3.727272727272727,0,0,0,0,2,0.09090909090909091,0,0,0,0,0,0,0,False,36,True,1.0,True,heuristic-high
